index,total_us,admission_us,journal_before_terminal_ms,terminal_event_ms,terminal_tail_upper_us,model_duration_ms
802,11204,2274,6,8,3204,0
803,11026,2283,6,8,3026,0
804,11347,2334,6,8,3347,0
805,11063,2308,6,8,3063,0
806,15188,2365,8,11,4188,0
807,10893,2309,5,8,2893,0
808,10992,2276,6,8,2992,0
809,11051,2327,6,8,3051,0
810,10992,2204,6,8,2992,0
811,11031,2395,6,8,3031,0
812,10029,2160,3,7,3029,0
813,9959,2119,3,7,2959,0
814,10053,2118,3,7,3053,0
815,9931,2075,3,7,2931,0
816,10005,2126,3,7,3005,0
817,10029,2156,3,7,3029,0
818,10112,2106,3,7,3112,0
819,10006,2097,3,7,3006,0
820,10058,2097,3,7,3058,0
821,12456,4523,3,10,2456,0
822,10187,2079,4,8,2187,0
823,9939,2068,3,7,2939,0
824,13600,2095,3,7,6600,0
825,10000,2199,3,7,3000,0
826,9981,2136,3,7,2981,0
827,10028,2105,3,7,3028,0
828,10067,2134,4,7,3067,0
829,9982,2083,4,7,2982,0
830,9969,2081,3,7,2969,0
831,10124,2133,4,8,2124,0
832,9950,2168,3,7,2950,0
833,16718,2078,10,14,2718,0
834,10277,2197,4,8,2277,0
835,10342,2288,3,8,2342,0
836,10553,2260,4,8,2553,0
837,10282,2233,4,8,2282,0
838,10239,2200,3,8,2239,0
839,10553,2228,5,8,2553,0
840,10778,2363,5,8,2778,0
841,10116,2341,3,8,2116,0
842,9992,2166,3,7,2992,0
843,10080,2088,4,8,2080,0
844,9933,2135,3,7,2933,0
845,10133,2154,3,8,2133,0
846,9832,2156,3,7,2832,0
847,9983,2077,3,7,2983,0
848,10135,2162,4,8,2135,0
849,9914,2092,3,7,2914,0
850,10397,2147,5,8,2397,0
851,10106,2203,3,8,2106,0
852,10001,2142,3,7,3001,0
853,11608,2128,3,7,4608,0
854,11302,2375,3,8,3302,0
855,15121,3354,8,12,3121,0
856,10576,2292,5,8,2576,0
857,10937,2299,6,8,2937,0
858,10878,2385,5,8,2878,0
859,10776,2279,6,8,2776,0
860,10973,2311,6,8,2973,0
861,10491,2280,5,8,2491,0
862,10629,2315,4,8,2629,0
863,10759,2285,5,8,2759,0
864,10967,2445,6,8,2967,0
865,10644,2277,5,8,2644,0
866,10799,2315,5,8,2799,0
867,10873,2442,6,8,2873,0
868,10711,2204,6,8,2711,0
869,10834,2233,6,8,2834,0
870,10654,2254,5,8,2654,0
871,10251,2217,3,8,2251,0
872,10475,2217,5,8,2475,0
873,10423,2299,3,8,2423,0
874,10953,2193,6,8,2953,0
875,10779,2252,6,8,2779,0
876,11211,2391,6,8,3211,0
877,10674,2331,5,8,2674,0
878,10937,2310,6,8,2937,0
879,10746,2277,5,8,2746,0
880,10948,2239,6,8,2948,0
881,10923,2293,6,8,2923,0
882,10960,2340,6,8,2960,0
883,15231,2279,10,12,3231,0
884,17684,2295,11,15,2684,0
885,10877,2335,5,8,2877,0
886,10805,2290,5,8,2805,0
887,10994,2378,6,8,2994,0
888,10778,2284,6,8,2778,0
889,10686,2269,5,8,2686,0
890,10874,2333,6,8,2874,0
891,10984,2426,6,8,2984,0
892,10946,2267,6,8,2946,0
893,10835,2285,5,8,2835,0
894,10749,2253,5,8,2749,0
895,10820,2293,6,8,2820,0
896,10605,2300,6,8,2605,0
897,10819,2288,6,8,2819,0
898,10741,2279,6,8,2741,0
899,10439,2232,4,8,2439,0
900,10619,2261,6,8,2619,0
901,10689,2278,6,8,2689,0
902,10627,2339,5,8,2627,0
903,10488,2210,4,8,2488,0
904,10393,2199,4,8,2393,0
905,10349,2270,4,8,2349,0
906,11030,2314,5,8,3030,0
907,11555,2438,6,9,2555,0
908,10976,2319,6,8,2976,0
909,12273,2519,6,9,3273,0
910,11804,3008,6,9,2804,0
911,10862,2351,6,8,2862,0
912,11418,2320,6,8,3418,0
913,16845,2503,10,14,2845,0
914,15303,2569,8,11,4303,0
915,13668,3303,6,10,3668,0
916,13986,3836,6,11,2986,0
917,14636,3583,6,10,4636,0
918,13037,3231,6,9,4037,0
919,14809,2676,6,10,4809,0
920,12541,2344,7,10,2541,0
921,10890,2268,6,8,2890,0
922,10469,2314,4,8,2469,0
923,10757,2224,5,8,2757,0
924,10796,2362,6,8,2796,0
925,10928,2329,6,8,2928,0
926,10749,2351,5,8,2749,0
927,10935,2270,5,8,2935,0
928,10399,2217,4,8,2399,0
929,13878,2389,4,8,5878,0
930,10986,2428,6,8,2986,0
931,10224,2197,4,8,2224,0
932,10414,2154,5,8,2414,0
933,17808,2211,4,8,9808,0
934,12445,4206,4,10,2445,0
935,10458,2164,4,8,2458,0
936,10818,2445,6,8,2818,0
937,10726,2358,5,8,2726,0
938,10384,2263,4,8,2384,0
939,10787,2247,6,8,2787,0
940,10326,2224,5,8,2326,0
941,10731,2235,6,8,2731,0
942,10837,2249,6,8,2837,0
943,10771,2318,5,8,2771,0
944,10897,2317,6,8,2897,0
945,10460,2208,6,8,2460,0
946,10779,2229,6,8,2779,0
947,10860,2217,6,8,2860,0
948,10590,2224,5,8,2590,0
949,10723,2277,6,8,2723,0
950,10886,2283,6,8,2886,0
951,10391,2290,4,8,2391,0
952,10868,2294,6,8,2868,0
953,10762,2328,6,8,2762,0
954,10710,2208,6,8,2710,0
955,10792,2278,6,8,2792,0
956,10622,2334,5,8,2622,0
957,10569,2208,6,8,2569,0
958,10546,2172,5,8,2546,0
959,10736,2310,6,8,2736,0
960,11051,2340,6,8,3051,0
961,10889,2298,6,8,2889,0
962,11012,2392,6,8,3012,0
963,10643,2190,6,8,2643,0
964,11191,2319,6,8,3191,0
965,10536,2308,5,8,2536,0
966,11067,2431,6,8,3067,0
967,10722,2322,6,8,2722,0
968,14370,5737,5,12,2370,0
969,10882,2227,5,8,2882,0
970,10906,2318,6,8,2906,0
971,10912,2372,6,8,2912,0
972,10421,2288,4,8,2421,0
973,11178,2248,6,8,3178,0
974,10448,2195,5,8,2448,0
975,10585,2218,6,8,2585,0
976,10879,2317,6,8,2879,0
977,10617,2343,5,8,2617,0
978,10237,2239,4,8,2237,0
979,10832,2272,6,8,2832,0
980,10851,2297,6,8,2851,0
981,10607,2238,6,8,2607,0
982,17159,2255,10,12,5159,0
983,10808,2339,6,8,2808,0
984,10652,2362,5,8,2652,0
985,10747,2292,5,8,2747,0
986,10629,2240,5,8,2629,0
987,10418,2156,5,8,2418,0
988,10464,2300,4,8,2464,0
989,10752,2316,6,8,2752,0
990,10717,2393,5,8,2717,0
991,10457,2175,5,8,2457,0
992,10352,2195,4,8,2352,0
993,10554,2286,5,8,2554,0
994,10715,2266,4,8,2715,0
995,10371,2251,4,8,2371,0
996,10490,2271,5,8,2490,0
997,10183,2160,4,8,2183,0
998,10410,2119,5,8,2410,0
999,10398,2178,4,8,2398,0
