index,total_us,admission_us,journal_before_terminal_ms,terminal_event_ms,terminal_tail_upper_us,model_duration_ms
727,10705,2366,5,8,2705,0
728,10610,2320,5,8,2610,0
729,10636,2295,5,8,2636,0
730,10693,2260,6,8,2693,0
731,10584,2212,5,8,2584,0
732,10664,2225,6,8,2664,0
733,10574,2296,5,8,2574,0
734,10849,2257,5,8,2849,0
735,10352,2275,3,8,2352,0
736,10569,2325,4,8,2569,0
737,17515,6968,8,15,2515,0
738,10506,2185,5,8,2506,0
739,10354,2154,5,8,2354,0
740,10449,2202,5,8,2449,0
741,10800,2240,6,8,2800,0
742,10519,2255,5,8,2519,0
743,10715,2256,5,8,2715,0
744,10685,2275,6,8,2685,0
745,10655,2246,6,8,2655,0
746,10704,2338,5,8,2704,0
747,11419,2277,6,8,3419,0
748,10593,2456,3,8,2593,0
749,12440,4234,4,10,2440,0
750,10852,2346,5,8,2852,0
751,10737,2279,5,8,2737,0
752,10516,2263,5,8,2516,0
753,10540,2269,5,8,2540,0
754,10428,2226,4,8,2428,0
755,10717,2265,6,8,2717,0
756,10543,2230,6,8,2543,0
757,10363,2295,4,8,2363,0
758,10492,2199,5,8,2492,0
759,10744,2268,5,8,2744,0
760,10921,2388,6,8,2921,0
761,10775,2352,6,8,2775,0
762,10878,2221,6,8,2878,0
763,10512,2315,5,8,2512,0
764,10567,2358,4,8,2567,0
765,10460,2283,4,8,2460,0
766,10625,2235,5,8,2625,0
767,14394,5863,5,12,2394,0
768,10622,2265,6,8,2622,0
769,10724,2225,5,8,2724,0
770,10736,2299,5,8,2736,0
771,10513,2278,5,8,2513,0
772,10430,2363,5,8,2430,0
773,10661,2213,5,8,2661,0
774,10897,2352,6,8,2897,0
775,10591,2353,5,8,2591,0
776,10447,2155,5,8,2447,0
777,10825,2262,6,8,2825,0
778,10620,2249,5,8,2620,0
779,10501,2207,4,8,2501,0
780,10422,2346,4,8,2422,0
781,10302,2159,4,8,2302,0
782,10790,2342,6,8,2790,0
783,10357,2159,4,8,2357,0
784,10766,2378,6,8,2766,0
785,10613,2201,5,8,2613,0
786,17234,2284,11,15,2234,0
787,10427,2253,5,8,2427,0
788,10307,2253,4,8,2307,0
789,10950,2230,6,8,2950,0
790,10880,2361,6,8,2880,0
791,10878,2334,6,8,2878,0
792,10847,2299,6,8,2847,0
793,10640,2211,6,8,2640,0
794,10736,2301,5,8,2736,0
795,11054,2309,6,8,3054,0
796,10859,2405,5,8,2859,0
797,10963,2215,6,8,2963,0
798,11420,2289,6,9,2420,0
799,10854,2289,6,8,2854,0
800,10578,2218,6,8,2578,0
801,10653,2203,6,8,2653,0
802,10900,2360,5,8,2900,0
803,10670,2307,5,8,2670,0
804,10675,2202,6,8,2675,0
