experiment,index,elapsed_us,admission_us,phase,acceptance
warm,647,10962,2264,completed,unchecked
warm,648,11677,2336,completed,unchecked
warm,649,10932,2335,completed,unchecked
warm,650,11155,2300,completed,unchecked
warm,651,11118,2324,completed,unchecked
warm,652,10770,2256,completed,unchecked
warm,653,10893,2360,completed,unchecked
warm,654,11107,2317,completed,unchecked
warm,655,11076,2278,completed,unchecked
warm,656,11408,2399,completed,unchecked
warm,657,10716,2314,completed,unchecked
warm,658,11146,2407,completed,unchecked
warm,659,10460,2151,completed,unchecked
warm,660,10223,2135,completed,unchecked
warm,661,9999,2176,completed,unchecked
warm,662,10040,2161,completed,unchecked
warm,663,9812,2079,completed,unchecked
warm,664,9973,2120,completed,unchecked
warm,665,10109,2176,completed,unchecked
warm,666,9886,2101,completed,unchecked
warm,667,9938,2116,completed,unchecked
warm,668,9911,2062,completed,unchecked
warm,669,10200,2194,completed,unchecked
warm,670,10083,2210,completed,unchecked
warm,671,10188,2148,completed,unchecked
warm,672,10035,2140,completed,unchecked
warm,673,10167,2229,completed,unchecked
warm,674,9874,2086,completed,unchecked
warm,675,9932,2063,completed,unchecked
warm,676,9866,2071,completed,unchecked
warm,677,9937,2137,completed,unchecked
warm,678,9868,2095,completed,unchecked
warm,679,10049,2235,completed,unchecked
warm,680,9942,2136,completed,unchecked
warm,681,9756,2044,completed,unchecked
warm,682,9779,2096,completed,unchecked
warm,683,9760,2048,completed,unchecked
warm,684,10072,2275,completed,unchecked
warm,685,9989,2130,completed,unchecked
warm,686,9889,2046,completed,unchecked
warm,687,9881,2147,completed,unchecked
warm,688,17356,2121,completed,unchecked
warm,689,10012,2151,completed,unchecked
warm,690,9847,2051,completed,unchecked
warm,691,9895,2190,completed,unchecked
warm,692,9887,2108,completed,unchecked
warm,693,10035,2175,completed,unchecked
warm,694,10278,2038,completed,unchecked
warm,695,9866,2061,completed,unchecked
warm,696,10048,2051,completed,unchecked
warm,697,10005,2116,completed,unchecked
warm,698,10002,2198,completed,unchecked
warm,699,10171,2253,completed,unchecked
warm,700,10328,2264,completed,unchecked
warm,701,10528,2158,completed,unchecked
warm,702,10488,2155,completed,unchecked
warm,703,10599,2225,completed,unchecked
warm,704,11013,2436,completed,unchecked
warm,705,10601,2262,completed,unchecked
warm,706,10464,2162,completed,unchecked
warm,707,10923,2280,completed,unchecked
warm,708,10820,2385,completed,unchecked
warm,709,10611,2283,completed,unchecked
warm,710,10478,2231,completed,unchecked
warm,711,10767,2406,completed,unchecked
warm,712,10686,2233,completed,unchecked
warm,713,10164,2136,completed,unchecked
warm,714,10351,2206,completed,unchecked
warm,715,10716,2189,completed,unchecked
warm,716,10467,2200,completed,unchecked
warm,717,10386,2221,completed,unchecked
warm,718,10474,2278,completed,unchecked
warm,719,10310,2131,completed,unchecked
warm,720,10357,2210,completed,unchecked
warm,721,10904,2265,completed,unchecked
warm,722,10510,2319,completed,unchecked
warm,723,10717,2315,completed,unchecked
warm,724,10744,2322,completed,unchecked
