index,total_us,admission_us,journal_before_terminal_ms,terminal_event_ms,terminal_tail_upper_us,model_duration_ms
87,16531,2233,6,13,3531,4
88,16651,2421,7,14,2651,3
89,23030,2410,12,15,8030,0
90,25269,2366,10,19,6269,5
91,26244,2384,10,23,3244,10
92,15510,2357,6,13,2510,4
93,30282,2345,10,28,2282,14
94,31229,2533,10,28,3229,15
95,19743,2287,11,17,2743,3
96,25239,2542,12,23,2239,7
97,31796,2212,11,29,2796,14
98,30470,2211,13,28,2470,12
99,16772,2235,6,14,2772,4
100,31489,2290,11,28,3489,13
101,20924,3464,6,12,8924,2
102,30377,2329,16,23,7377,4
103,25677,4422,6,22,3677,11
104,30763,2449,10,28,2763,14
105,30314,2384,10,28,2314,14
106,21097,2915,12,18,3097,3
107,26542,2476,16,24,2542,5
108,15766,2225,5,13,2766,4
109,30659,2410,12,28,2659,12
110,15126,2469,6,12,3126,3
111,31208,2394,12,28,3208,12
112,21748,2206,11,18,3748,4
113,30349,12605,11,27,3349,3
114,28081,2347,13,23,5081,7
115,29583,2479,13,27,2583,10
116,20098,3525,12,17,3098,1
117,25277,2398,16,22,3277,3
118,23434,4812,13,20,3434,1
119,22932,2397,12,20,2932,5
120,30689,2378,19,28,2689,6
121,16071,2712,6,13,3071,3
122,31488,2368,13,29,2488,13
123,18548,2378,9,16,2548,3
124,30225,2278,16,25,5225,5
125,28692,2429,11,26,2692,11
126,19379,2571,6,13,6379,3
127,31411,3993,12,25,6411,7
128,26488,2615,12,24,2488,8
129,16370,2348,6,13,3370,3
130,29823,2592,10,27,2823,13
131,15402,2606,6,13,2402,4
132,30114,2259,11,27,3114,13
133,16620,2351,7,14,2620,4
134,29840,2338,10,27,2840,13
135,30855,2605,10,28,2855,15
136,31723,6098,13,29,2723,9
137,16491,2303,7,14,2491,4
138,29758,2229,11,27,2758,12
139,16230,2369,6,13,3230,4
140,31303,2627,10,29,2303,14
141,15871,2234,6,13,2871,4
142,16634,2405,6,13,3634,3
143,28676,10654,6,26,2676,9
144,32831,2609,12,30,2831,14
145,17706,2285,9,15,2706,2
146,27340,2352,11,25,2340,10
147,30902,2318,11,28,2902,13
148,21261,2406,11,18,3261,3
149,24895,3704,12,22,2895,5
150,30899,2284,15,28,2899,10
151,30630,2462,11,28,2630,14
152,17579,2101,6,13,4579,5
153,30829,2529,10,27,3829,13
154,19486,2310,6,11,8486,2
155,25791,2637,11,23,2791,9
156,19874,2353,9,17,2874,4
157,30794,2393,16,28,2794,8
158,26961,2347,13,24,2961,7
159,29626,2900,10,27,2626,13
160,15175,2419,6,13,2175,4
161,31738,2376,12,29,2738,13
162,16484,2413,7,14,2484,3
163,30132,2143,15,27,3132,9
164,15630,2375,5,13,2630,4
165,30091,11016,6,27,3091,9
166,29869,2474,9,27,2869,14
167,16329,2370,7,14,2329,4
168,29442,2284,11,27,2442,12
169,14610,2328,8,12,2610,0
170,16744,2375,10,14,2744,0
171,31851,8067,6,29,2851,14
172,30173,2438,8,27,3173,15
173,29892,2375,13,27,2892,11
174,31381,2564,10,29,2381,15
175,16948,2390,6,13,3948,4
176,30555,2541,13,27,3555,10
177,19523,2389,11,17,2523,2
178,32508,2309,17,24,8508,4
179,30666,2378,12,21,9666,6
180,25526,3336,17,22,3526,1
181,30793,2298,10,28,2793,15
182,30790,2321,13,28,2790,11
183,15200,2369,5,12,3200,4
184,31760,2518,14,29,2760,10
185,83817,34079,37,75,8817,2
186,40489,11547,11,38,2489,14
187,30737,2284,11,28,2737,14
188,16535,2150,6,14,2535,5
189,47204,2570,37,44,3204,4
190,62115,12640,6,28,34115,8
191,45457,2488,37,43,2457,2
192,52850,34060,5,43,9850,2
193,24378,2549,9,22,2378,8
194,20706,2492,8,13,7706,2
195,28383,2693,7,25,3383,14
196,28797,3143,10,26,2797,12
197,30279,2580,10,27,3279,13
198,32054,2595,10,29,3054,15
199,15485,2284,6,13,2485,4
