experiment,index,elapsed_us,admission_us,phase,acceptance
warm,422,16165,2279,completed,unchecked
warm,423,15512,2307,completed,unchecked
warm,424,14914,2212,completed,unchecked
warm,425,16950,2358,completed,unchecked
warm,426,13692,2268,completed,unchecked
warm,427,15689,2285,completed,unchecked
warm,428,15168,2329,completed,unchecked
warm,429,15767,2221,completed,unchecked
warm,430,14695,2280,completed,unchecked
warm,431,15515,2303,completed,unchecked
warm,432,15292,2258,completed,unchecked
warm,433,14727,2246,completed,unchecked
warm,434,14888,2199,completed,unchecked
warm,435,15977,2229,completed,unchecked
warm,436,32237,2247,completed,unchecked
warm,437,13460,2238,completed,unchecked
warm,438,15755,2218,completed,unchecked
warm,439,15225,2181,completed,unchecked
warm,440,15215,2303,completed,unchecked
warm,441,10561,2271,completed,unchecked
warm,442,20569,2292,completed,unchecked
warm,443,14603,2177,completed,unchecked
warm,444,15226,2312,completed,unchecked
warm,445,15596,2143,completed,unchecked
warm,446,15029,2286,completed,unchecked
warm,447,15978,2296,completed,unchecked
warm,448,15458,2315,completed,unchecked
warm,449,15100,2361,completed,unchecked
warm,450,15064,2133,completed,unchecked
warm,451,15187,2161,completed,unchecked
warm,452,16000,2286,completed,unchecked
warm,453,15139,2243,completed,unchecked
warm,454,15148,2505,completed,unchecked
warm,455,15045,2163,completed,unchecked
warm,456,15838,2446,completed,unchecked
warm,457,15450,2268,completed,unchecked
warm,458,15709,2191,completed,unchecked
warm,459,10431,2204,completed,unchecked
warm,460,21446,2316,completed,unchecked
warm,461,15389,2331,completed,unchecked
warm,462,15926,2292,completed,unchecked
warm,463,15508,2226,completed,unchecked
warm,464,15939,2323,completed,unchecked
warm,465,15008,2312,completed,unchecked
warm,466,16099,2397,completed,unchecked
warm,467,15165,2289,completed,unchecked
warm,468,15030,2376,completed,unchecked
warm,469,15262,2325,completed,unchecked
warm,470,14948,2349,completed,unchecked
warm,471,15950,2421,completed,unchecked
warm,472,15335,2329,completed,unchecked
warm,473,15001,2477,completed,unchecked
warm,474,15951,2377,completed,unchecked
warm,475,15839,2419,completed,unchecked
warm,476,11180,2295,completed,unchecked
warm,477,19484,2429,completed,unchecked
warm,478,15332,2410,completed,unchecked
warm,479,15457,2367,completed,unchecked
warm,480,16015,2407,completed,unchecked
warm,481,15282,2297,completed,unchecked
warm,482,16153,2324,completed,unchecked
warm,483,15367,2328,completed,unchecked
warm,484,15081,2451,completed,unchecked
warm,485,21209,2217,completed,unchecked
warm,486,26064,4342,completed,unchecked
warm,487,15622,2423,completed,unchecked
warm,488,15597,2373,completed,unchecked
warm,489,19282,2330,completed,unchecked
warm,490,26685,2438,completed,unchecked
warm,491,15084,2453,completed,unchecked
warm,492,14824,2380,completed,unchecked
warm,493,15495,2678,completed,unchecked
warm,494,15626,2290,completed,unchecked
warm,495,16076,2282,completed,unchecked
warm,496,16025,2323,completed,unchecked
warm,497,15824,2324,completed,unchecked
warm,498,14994,2376,completed,unchecked
warm,499,15197,2359,completed,unchecked
warm,500,13996,2469,completed,unchecked
warm,501,14963,2367,completed,unchecked
warm,502,15473,2304,completed,unchecked
warm,503,15223,2272,completed,unchecked
warm,504,15566,2284,completed,unchecked
warm,505,15511,2330,completed,unchecked
warm,506,15445,2323,completed,unchecked
warm,507,15945,2345,completed,unchecked
warm,508,15294,2345,completed,unchecked
warm,509,15963,2389,completed,unchecked
warm,510,16984,2285,completed,unchecked
warm,511,28386,2370,completed,unchecked
warm,512,16286,2313,completed,unchecked
warm,513,15069,2314,completed,unchecked
warm,514,16099,2309,completed,unchecked
warm,515,15391,2336,completed,unchecked
warm,516,15871,2400,completed,unchecked
warm,517,16318,2223,completed,unchecked
warm,518,15319,2375,completed,unchecked
warm,519,15974,2246,completed,unchecked
warm,520,16132,2352,completed,unchecked
warm,521,15301,2271,completed,unchecked
warm,522,15977,2181,completed,unchecked
warm,523,15101,2376,completed,unchecked
warm,524,14944,2358,completed,unchecked
warm,525,15170,2396,completed,unchecked
warm,526,15341,2452,completed,unchecked
warm,527,15340,2371,completed,unchecked
