index,total_us,admission_us,journal_before_terminal_ms,terminal_event_ms,terminal_tail_upper_us,model_duration_ms
808,15900,2365,3,13,2900,5
809,15127,2084,5,13,2127,5
810,15426,2106,3,13,2426,5
811,16170,2302,5,13,3170,5
812,15138,2239,5,12,3138,4
813,15078,2054,4,12,3078,4
814,15772,2153,3,13,2772,5
815,14913,2234,4,12,2913,4
816,15164,2243,4,13,2164,4
817,15468,2179,3,13,2468,5
818,14921,2141,4,12,2921,4
819,14995,2192,4,12,2995,4
820,15888,2144,5,13,2888,5
821,15335,2171,4,13,2335,5
822,15669,2148,4,13,2669,5
823,15233,2144,4,13,2233,5
824,15141,2186,4,13,2141,4
825,15415,2098,3,13,2415,5
826,15536,2136,4,13,2536,5
827,15609,2206,4,13,2609,5
828,15533,2090,4,13,2533,5
829,15354,2117,4,13,2354,5
830,16225,2141,4,14,2225,5
831,15948,2198,3,13,2948,5
832,15346,2260,4,13,2346,5
833,16040,2239,4,13,3040,5
834,16003,2125,3,13,3003,5
835,31445,9758,6,29,2445,11
836,15564,2288,3,13,2564,5
837,15523,2546,4,13,2523,4
838,15422,2280,4,13,2422,5
839,15084,2182,4,12,3084,4
840,15876,2125,4,13,2876,5
841,14719,2219,4,12,2719,4
842,15635,2234,4,13,2635,5
843,15255,2209,4,13,2255,4
844,14859,2214,3,12,2859,4
845,16167,2189,5,13,3167,5
846,15517,2198,4,13,2517,5
847,15805,2182,5,13,2805,5
848,15104,2196,6,12,3104,4
849,14724,2229,4,12,2724,4
850,15594,2186,5,13,2594,5
851,15009,2247,5,12,3009,4
852,15475,2437,5,13,2475,4
853,17038,2166,5,14,3038,5
854,14747,2690,6,12,2747,3
855,15182,2210,4,12,3182,4
856,15663,2220,6,13,2663,5
857,15257,2168,5,12,3257,4
858,14706,2226,5,12,2706,4
859,16109,2262,5,13,3109,5
860,14979,2194,5,12,2979,4
861,16070,2272,4,13,3070,5
862,15974,2175,5,13,2974,5
863,15884,2208,4,13,2884,5
864,15125,2300,5,12,3125,4
865,15503,2165,5,13,2503,5
866,14937,2325,6,12,2937,4
867,15712,2338,5,13,2712,5
868,14914,2255,5,12,2914,4
869,15798,2181,5,13,2798,5
870,16004,2204,5,13,3004,5
871,14991,2219,6,12,2991,4
872,15877,2228,6,13,2877,5
873,15121,2251,5,12,3121,4
874,16053,2144,5,13,3053,5
875,15222,2375,6,13,2222,4
876,15461,2302,5,13,2461,4
877,14870,2185,5,12,2870,4
878,15054,2278,5,12,3054,4
879,16365,2283,5,14,2365,5
880,15384,2253,5,13,2384,4
881,15262,2284,6,13,2262,4
882,15965,2210,5,13,2965,5
883,14700,2196,6,12,2700,4
884,32156,2275,13,29,3156,13
885,13332,2230,6,11,2332,2
886,15927,2155,5,13,2927,5
887,15574,2315,6,13,2574,4
888,15666,2241,6,13,2666,5
889,15648,2216,5,13,2648,5
890,15575,2226,6,13,2575,4
891,15446,2150,5,13,2446,4
892,15916,2234,6,13,2916,5
893,15256,2252,6,12,3256,4
894,15856,2328,6,13,2856,5
895,15212,2286,5,13,2212,4
896,16065,2174,6,13,3065,5
897,15906,2245,6,13,2906,5
898,14635,2346,5,12,2635,3
899,15104,2191,6,12,3104,4
900,15502,2194,6,13,2502,4
901,16025,2271,3,13,3025,5
902,15670,2262,5,13,2670,4
903,15063,2229,6,12,3063,4
904,15484,2317,5,13,2484,4
905,15959,2152,6,13,2959,5
906,15790,2190,5,13,2790,5
907,15638,2208,5,13,2638,4
908,15053,2212,5,12,3053,4
909,15297,2144,5,13,2297,4
910,16171,2327,5,13,3171,5
911,14824,2199,4,12,2824,4
912,15675,2190,5,13,2675,5
913,15440,2211,5,13,2440,4
914,15186,2227,6,12,3186,4
915,16065,2252,5,13,3065,5
916,15396,2194,6,13,2396,4
917,15320,2377,6,13,2320,4
918,15859,2215,6,13,2859,5
919,16026,2303,5,13,3026,5
920,16044,2229,6,13,3044,5
921,15769,2215,5,13,2769,5
922,15479,2181,5,13,2479,4
923,15288,2273,6,13,2288,4
924,15011,2217,6,12,3011,4
925,15241,2297,6,13,2241,4
926,15716,2227,6,13,2716,5
927,16021,2290,5,13,3021,5
928,14922,2265,6,12,2922,4
929,16073,2144,6,13,3073,5
930,15479,2263,6,13,2479,4
931,15666,2251,6,13,2666,4
932,15455,2267,6,13,2455,4
933,31360,2230,11,29,2360,13
934,15937,2512,6,13,2937,4
935,15226,2455,6,12,3226,3
936,15588,2245,6,13,2588,4
937,15974,2465,6,13,2974,4
938,15243,2307,6,12,3243,4
939,16581,2349,7,14,2581,4
940,15062,2266,6,12,3062,3
941,15887,2318,6,13,2887,4
942,15426,2316,6,13,2426,4
943,15176,2343,6,12,3176,4
944,15589,2341,6,13,2589,4
945,15757,2387,6,13,2757,4
946,15471,2379,6,13,2471,4
947,15664,2419,6,13,2664,4
948,15315,2405,6,12,3315,4
949,19002,2375,6,13,6002,4
950,27149,2328,6,24,3149,15
951,16080,2336,6,13,3080,4
952,15512,2380,6,13,2512,4
953,15149,2365,6,12,3149,4
954,15040,2321,6,12,3040,3
955,14951,2350,6,12,2951,3
956,15420,2335,5,13,2420,4
957,15788,2373,6,13,2788,4
958,15995,2327,6,13,2995,4
959,15638,2320,6,13,2638,4
960,14983,2348,6,12,2983,3
961,15238,2274,6,12,3238,4
962,15175,2255,6,12,3175,4
963,15416,2325,6,13,2416,4
964,15433,2325,6,13,2433,4
965,15727,2254,6,13,2727,4
966,15885,3373,6,13,2885,3
967,15171,2336,6,12,3171,3
968,14780,2282,6,12,2780,3
969,15423,2403,6,13,2423,4
970,15569,2353,5,13,2569,4
971,15232,2394,6,13,2232,4
972,15800,2251,6,13,2800,4
973,14799,2169,6,12,2799,4
974,15388,2325,6,13,2388,3
975,14720,2392,6,12,2720,3
976,15321,2323,6,13,2321,3
977,11335,2420,6,8,3335,0
978,20482,2426,6,18,2482,9
979,15881,2324,5,13,2881,5
980,16121,2326,6,13,3121,4
981,16231,2354,6,13,3231,4
982,30284,2583,14,27,3284,9
983,14981,2521,5,12,2981,4
984,16066,2184,5,13,3066,5
985,10502,2201,4,8,2502,0
986,19030,2312,6,16,3030,8
987,15442,2345,6,13,2442,4
988,15738,2459,5,13,2738,4
989,15659,2222,6,13,2659,5
990,15258,2302,5,12,3258,4
991,15923,2218,6,13,2923,5
992,15474,2306,6,13,2474,4
993,15263,2088,5,13,2263,4
994,63090,2183,42,60,3090,15
995,46221,2336,36,43,3221,4
996,46234,2309,36,44,2234,4
997,46488,2272,4,12,34488,4
998,45491,2409,6,12,33491,3
999,46454,2446,6,13,33454,4
